Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Number_Of_Years,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
19.2,low,0.041227831,Household,129.831,12,small,tier_1,supermarket_type1,1947.465
12.6,reg,0.102226474,Canned,91.312,24,medium,tier_3,supermarket_type3,3075.996
12.6,reg,0.178210285,Meat,95.7752,24,medium,tier_3,supermarket_type3,3930.8832
14.5,reg,0.06904249,Canned,41.4454,11,medium,tier_3,grocery_store,41.9454
12.6,reg,0.052791124,Baking_Goods,98.5384,24,small,tier_1,grocery_store,591.2304
17.75,reg,0.067607749,Baking_Goods,188.024,10,medium,tier_1,supermarket_type1,2796.36
7.145,low,0.017887474,Frozen_Foods,160.6578,2,medium,tier_2,supermarket_type1,1765.0358
8.985,low,0.184440421,Fruits_and_Vegetables,99.67,2,medium,tier_2,supermarket_type1,3295.71
16.35,low,0.091074449,Household,196.811,2,medium,tier_2,supermarket_type1,3338.987
5.655,low,0.0,Soft_Drinks,147.5102,12,small,tier_1,supermarket_type1,1166.4816
9.5,low,0.041951439,Soft_Drinks,32.49,10,medium,tier_1,supermarket_type1,865.54
5.78,reg,0.074087369,Snack_Foods,264.9568,22,high,tier_3,supermarket_type1,6501.8699
8.05,reg,0.0,Fruits_and_Vegetables,257.5646,22,high,tier_3,supermarket_type1,5153.292
6.75,reg,0.108679906,Dairy,95.6752,0,medium,tier_3,supermarket_type2,1246.3776
16.6,low,0.136500981,Hard_Drinks,173.3422,2,medium,tier_2,supermarket_type1,4138.6128
6.095,low,0.081361288,Others,141.9154,7,medium,tier_2,supermarket_type1,2694.4926
15.1,low,0.0,Snack_Foods,197.211,11,medium,tier_3,grocery_store,196.411
19.35,reg,0.018591464,Snack_Foods,112.9544,10,medium,tier_1,supermarket_type1,1342.2528
11.3,low,0.066952965,Household,192.0478,0,medium,tier_3,supermarket_type2,3099.9648
10.8,low,0.029107004,Snack_Foods,240.5222,2,medium,tier_2,supermarket_type1,4541.4218
19.7,reg,0.0,Baking_Goods,194.411,10,medium,tier_1,supermarket_type1,5106.686
12.6,low,0.065872936,Fruits_and_Vegetables,113.1886,24,small,tier_1,grocery_store,111.1886
10.5,reg,0.117149075,Baking_Goods,164.121,0,medium,tier_3,supermarket_type2,1794.331
7.655,low,0.031994534,Canned,114.3492,10,medium,tier_1,supermarket_type1,1853.5872
8.235,low,0.08276363,Baking_Goods,146.5076,0,medium,tier_3,supermarket_type2,1625.8836
20.6,low,0.083004078,Baking_Goods,119.4756,12,small,tier_1,supermarket_type1,1090.5804
19.35,reg,0.021490911,Fruits_and_Vegetables,122.1098,10,medium,tier_1,supermarket_type1,2892.2352
9.5,reg,0.058835928,Fruits_and_Vegetables,170.2448,11,medium,tier_3,grocery_store,170.4448
5.305,reg,0.07871639,Meat,183.5608,11,medium,tier_3,grocery_store,551.2824
9.8,low,0.013869809,Soft_Drinks,47.406,7,medium,tier_2,supermarket_type1,978.726
9.6,reg,0.022274264,Breads,101.699,5,small,tier_2,supermarket_type1,2992.771
13.0,low,0.153618566,Canned,79.6986,12,small,tier_1,supermarket_type1,1480.0734
17.6,low,0.049267759,Snack_Foods,113.0176,0,medium,tier_3,supermarket_type2,2862.94
14.3,low,0.12826315,Frozen_Foods,83.4224,2,medium,tier_2,supermarket_type1,681.7792
10.3,reg,0.02494708,Baking_Goods,172.3422,7,medium,tier_2,supermarket_type1,5690.5926
15.1,reg,0.157154813,Fruits_and_Vegetables,62.2194,11,medium,tier_3,grocery_store,185.7582
6.03,low,0.022832115,Dairy,176.7028,2,medium,tier_2,supermarket_type1,1416.8224
7.68,low,0.070900282,Fruits_and_Vegetables,192.6162,12,small,tier_1,supermarket_type1,5580.0698
20.0,reg,0.028180789,Fruits_and_Vegetables,46.8744,7,small,tier_2,supermarket_type1,905.488
15.85,low,0.136497913,Canned,96.3094,12,small,tier_1,supermarket_type1,2856.282
15.2,low,0.162462044,Health_and_Hygiene,117.6492,11,small,tier_3,grocery_store,347.5476
12.15,low,0.0,Breads,164.7184,12,small,tier_1,supermarket_type1,3962.8416
19.35,low,0.118080437,Snack_Foods,222.6088,5,small,tier_2,supermarket_type1,6040.1376
12.6,reg,0.017466284,Meat,45.4718,24,medium,tier_3,supermarket_type3,1323.6104
12.6,low,0.031073804,Seafood,157.5604,24,medium,tier_3,supermarket_type3,5704.5744
8.85,reg,0.113302223,Soft_Drinks,125.1388,2,medium,tier_2,supermarket_type1,1114.5492
19.85,low,0.025968706,Household,49.5376,12,small,tier_1,supermarket_type1,1006.6896
19.1,low,0.045400017,Dairy,38.8138,7,small,tier_2,supermarket_type1,690.4346
17.0,low,0.126958147,Household,125.8362,2,small,tier_2,supermarket_type1,2516.724
11.15,reg,0.105307659,Baking_Goods,102.0648,12,small,tier_1,supermarket_type1,1038.648
12.35,reg,0.038500421,Fruits_and_Vegetables,110.757,12,small,tier_1,supermarket_type1,1208.427
20.85,low,0.02137305,Fruits_and_Vegetables,103.3306,7,small,tier_2,supermarket_type1,522.653
12.6,low,0.0,Fruits_and_Vegetables,255.7988,24,medium,tier_3,supermarket_type3,6501.8699
7.035,low,0.0,Frozen_Foods,263.291,11,medium,tier_3,grocery_store,525.982
4.785,low,0.09297084,Breads,122.0098,0,medium,tier_3,supermarket_type2,2048.6666
12.6,low,0.088839949,Snack_Foods,254.2672,24,medium,tier_3,supermarket_type3,6501.8699
17.25,reg,0.195979015,Breakfast,40.348,11,medium,tier_3,grocery_store,39.948
9.3,reg,0.033505804,Meat,153.4314,7,medium,tier_2,supermarket_type1,2482.1024
17.25,low,0.072986772,Canned,78.8986,7,medium,tier_2,supermarket_type1,1635.8706
17.85,low,0.024961677,Soft_Drinks,153.1998,2,medium,tier_2,supermarket_type1,3383.5956
12.6,low,0.092433518,Health_and_Hygiene,101.6674,24,medium,tier_3,supermarket_type3,1426.1436
9.8,low,0.026081567,Snack_Foods,217.585,5,small,tier_2,supermarket_type1,4327.7
18.85,low,0.09079168,Hard_Drinks,127.1336,22,high,tier_3,supermarket_type1,3579.3408
9.695,low,0.113917889,Health_and_Hygiene,158.2604,5,small,tier_2,supermarket_type1,2693.8268
10.0,low,0.045928229,Frozen_Foods,138.118,10,medium,tier_1,supermarket_type1,1957.452
16.6,low,0.135620265,Hard_Drinks,172.9422,22,high,tier_3,supermarket_type1,2931.5174
18.25,low,0.077709902,Snack_Foods,259.6962,5,small,tier_2,supermarket_type1,5438.9202
5.82,low,0.134975628,Household,170.579,11,small,tier_3,grocery_store,509.337
9.31,low,0.037955094,Frozen_Foods,62.151,12,small,tier_1,supermarket_type1,1201.769
18.25,low,0.076125668,Snack_Foods,214.0218,7,small,tier_2,supermarket_type1,2564.6616
19.7,low,0.067039526,Snack_Foods,178.337,10,medium,tier_1,supermarket_type1,1411.496
6.865,low,0.014021626,Soft_Drinks,127.1652,7,medium,tier_2,supermarket_type1,1291.652
11.35,reg,0.023358738,Dairy,184.4608,10,medium,tier_1,supermarket_type1,4042.7376
17.7,low,0.029933275,Snack_Foods,169.0816,5,small,tier_2,supermarket_type1,5201.2296
12.6,low,0.111777297,Household,124.6046,24,medium,tier_3,supermarket_type3,2863.6058
20.85,low,0.032448523,Baking_Goods,177.866,12,small,tier_1,supermarket_type1,1078.596
17.25,reg,0.047266211,Snack_Foods,97.0068,12,small,tier_1,supermarket_type1,1846.9292
15.35,low,0.01404119,Frozen_Foods,38.419,10,medium,tier_1,supermarket_type1,476.047
13.65,low,0.04917754,Fruits_and_Vegetables,151.805,22,high,tier_3,supermarket_type1,2696.49
15.2,low,0.020280476,Health_and_Hygiene,49.1034,11,high,tier_3,grocery_store,194.4136
6.38,low,0.031962866,Dairy,178.0344,7,high,tier_2,supermarket_type1,535.3032
12.6,low,0.054376275,Health_and_Hygiene,56.293,24,medium,tier_3,supermarket_type3,2546.685
6.905,reg,0.063850971,Dairy,97.2726,11,medium,tier_3,grocery_store,195.7452
12.6,reg,0.060154968,Frozen_Foods,110.1544,24,small,tier_1,grocery_store,111.8544
12.6,reg,0.134441765,Starchy_Foods,183.9924,24,medium,tier_3,supermarket_type3,6478.234
15.7,low,0.03067808,Hard_Drinks,44.777,22,high,tier_3,supermarket_type1,605.878
15.2,reg,0.103758647,Fruits_and_Vegetables,177.0054,5,small,tier_2,supermarket_type1,2976.7918
12.6,reg,0.136701678,Meat,182.1608,24,medium,tier_3,supermarket_type3,5880.3456
12.6,low,0.195979015,Fruits_and_Vegetables,222.0772,24,small,tier_1,grocery_store,889.5088
12.6,reg,0.074806196,Dairy,112.9176,24,medium,tier_3,supermarket_type3,3435.528
8.355,low,0.013926425,Baking_Goods,93.0462,5,small,tier_2,supermarket_type1,1110.5544
12.15,low,0.006754117,Others,122.173,22,high,tier_3,supermarket_type1,2586.633
13.35,low,0.0,Snack_Foods,238.7564,0,medium,tier_3,supermarket_type2,1906.8512
17.0,low,0.052209303,Health_and_Hygiene,122.373,12,small,tier_1,supermarket_type1,2586.633
17.35,reg,0.041538713,Frozen_Foods,93.1804,10,medium,tier_1,supermarket_type1,1378.206
12.6,low,0.13064231,Snack_Foods,88.383,24,small,tier_1,grocery_store,89.883
9.1,low,0.055382616,Household,115.0518,22,high,tier_3,supermarket_type1,683.1108
6.13,low,0.0,Fruits_and_Vegetables,54.1298,12,small,tier_1,supermarket_type1,1348.245
12.6,low,0.041970938,Fruits_and_Vegetables,55.4272,24,small,tier_1,grocery_store,111.8544
19.2,reg,0.005583951,Starchy_Foods,226.9062,22,high,tier_3,supermarket_type1,4514.124
8.895,low,0.075757177,Hard_Drinks,233.8616,0,medium,tier_3,supermarket_type2,937.4464
19.75,low,0.012467648,Fruits_and_Vegetables,188.1872,10,medium,tier_1,supermarket_type1,2458.1336
10.895,low,0.137368051,Dairy,264.3568,0,medium,tier_3,supermarket_type2,4745.8224
12.6,low,0.092933158,Fruits_and_Vegetables,91.0146,24,medium,tier_3,supermarket_type3,3466.1548
10.3,low,0.117593973,Health_and_Hygiene,154.463,2,medium,tier_2,supermarket_type1,2503.408
19.1,reg,0.026018497,Fruits_and_Vegetables,148.2418,2,medium,tier_2,supermarket_type1,3089.9778
4.555,reg,0.034410585,Frozen_Foods,111.3544,10,medium,tier_1,supermarket_type1,1342.2528
12.6,low,0.02426524,Health_and_Hygiene,114.0492,24,medium,tier_3,supermarket_type3,3938.8728
16.2,low,0.176175402,Health_and_Hygiene,184.0608,2,medium,tier_2,supermarket_type1,2021.3688
8.975,reg,0.088257771,Canned,84.1224,11,medium,tier_3,grocery_store,170.4448
21.1,reg,0.020750867,Breakfast,128.7994,10,medium,tier_1,supermarket_type1,1927.491
17.75,low,0.111527348,Others,110.2912,7,medium,tier_2,supermarket_type1,873.5296
12.8,reg,0.114318263,Breads,142.2838,0,medium,tier_3,supermarket_type2,421.4514
6.905,reg,0.038363204,Dairy,98.1726,2,medium,tier_2,supermarket_type1,587.2356
10.195,reg,0.195979015,Frozen_Foods,141.8838,11,medium,tier_3,grocery_store,280.9676
5.785,reg,0.053930934,Fruits_and_Vegetables,87.3856,10,medium,tier_1,supermarket_type1,878.856
12.6,low,0.018942606,Snack_Foods,236.0248,24,medium,tier_3,supermarket_type3,6501.8699
7.96,low,0.028339599,Canned,162.4894,22,high,tier_3,supermarket_type1,1779.6834
8.3,reg,0.030151351,Baking_Goods,98.7384,12,small,tier_1,supermarket_type1,492.692
5.46,reg,0.107274301,Fruits_and_Vegetables,145.5786,7,small,tier_2,supermarket_type1,3900.9222
13.35,low,0.102670882,Dairy,228.6352,10,medium,tier_1,supermarket_type1,3435.528
5.46,reg,0.032177405,Canned,185.424,12,small,tier_1,supermarket_type1,5219.872
12.6,reg,0.039734882,Soft_Drinks,165.7868,24,medium,tier_3,supermarket_type3,4913.604
20.75,reg,0.083536989,Frozen_Foods,180.3318,22,high,tier_3,supermarket_type1,4149.9314
6.59,low,0.026225693,Household,119.0098,10,medium,tier_1,supermarket_type1,2530.7058
7.55,low,0.0273235,Canned,151.934,2,medium,tier_2,supermarket_type1,1837.608
20.85,low,0.03747983,Frozen_Foods,192.7478,7,medium,tier_2,supermarket_type1,2131.2258
18.85,low,0.168531813,Household,192.5136,2,medium,tier_2,supermarket_type1,2916.204
15.2,low,0.021293909,Canned,218.4824,0,medium,tier_3,supermarket_type2,1528.6768
10.1,low,0.030269774,Health_and_Hygiene,152.4656,7,medium,tier_2,supermarket_type1,2934.8464
10.0,low,0.025822315,Canned,262.7226,5,small,tier_2,supermarket_type1,3171.8712
8.985,low,0.183688161,Fruits_and_Vegetables,100.27,10,medium,tier_1,supermarket_type1,998.7
11.5,reg,0.125579201,Frozen_Foods,99.7358,5,small,tier_2,supermarket_type1,1105.8938
12.6,low,0.077079177,Health_and_Hygiene,61.5536,24,medium,tier_3,supermarket_type3,918.804
19.85,low,0.026074491,Household,48.6376,0,medium,tier_3,supermarket_type2,575.2512
21.1,low,0.010593469,Household,234.2958,22,high,tier_3,supermarket_type1,3739.1328
4.555,reg,0.034357169,Frozen_Foods,112.6544,12,small,tier_1,supermarket_type1,2684.5056
20.85,low,0.037396901,Frozen_Foods,193.8478,5,small,tier_2,supermarket_type1,2712.4692
7.905,low,0.064011067,Hard_Drinks,230.2694,22,high,tier_3,supermarket_type1,4567.388
6.78,reg,0.085981978,Fruits_and_Vegetables,228.4694,7,high,tier_2,supermarket_type1,5480.8656
12.6,low,0.040318693,Fruits_and_Vegetables,186.224,24,medium,tier_3,supermarket_type3,5033.448
15.0,reg,0.161762835,Canned,185.9266,7,medium,tier_2,supermarket_type1,2581.9724
17.6,low,0.104878967,Snack_Foods,164.8868,12,small,tier_1,supermarket_type1,2456.802
13.8,reg,0.107469819,Fruits_and_Vegetables,77.8012,11,small,tier_3,grocery_store,227.7036
5.11,low,0.034868095,Household,163.821,5,small,tier_2,supermarket_type1,2120.573
8.71,reg,0.046079575,Dairy,43.5744,7,small,tier_2,supermarket_type1,407.4696
7.235,low,0.058083831,Snack_Foods,113.6834,22,high,tier_3,supermarket_type1,230.3668
12.3,reg,0.064618976,Starchy_Foods,89.8804,12,small,tier_1,supermarket_type1,1286.3256
6.96,low,0.077178965,Soft_Drinks,93.1146,5,small,tier_2,supermarket_type1,2189.1504
18.0,reg,0.142910689,Fruits_and_Vegetables,89.6514,10,medium,tier_1,supermarket_type1,1859.5794
6.28,low,0.027682047,Soft_Drinks,85.5198,22,high,tier_3,supermarket_type1,1744.396
10.5,reg,0.142511272,Breads,158.7578,5,small,tier_2,supermarket_type1,2246.4092
14.15,low,0.09557165,Soft_Drinks,171.0106,7,small,tier_2,supermarket_type1,4106.6544
9.8,low,0.02316823,Soft_Drinks,47.506,11,small,tier_3,grocery_store,186.424
15.85,reg,0.061045133,Meat,44.7744,22,high,tier_3,supermarket_type1,181.0976
10.3,reg,0.011148865,Snack_Foods,84.854,7,high,tier_2,supermarket_type1,778.986
17.6,low,0.058091269,Meat,156.2314,12,small,tier_1,supermarket_type1,2947.4966
12.6,reg,0.019672774,Canned,86.4198,24,medium,tier_3,supermarket_type3,1918.8356
10.3,low,0.078678276,Baking_Goods,177.037,22,high,tier_3,supermarket_type1,3705.177
9.195,reg,0.117667492,Snack_Foods,159.5578,10,medium,tier_1,supermarket_type1,1283.6624
12.8,low,0.069902438,Starchy_Foods,261.3252,0,medium,tier_3,supermarket_type2,3410.2276
10.0,reg,0.037757166,Snack_Foods,126.7994,5,small,tier_2,supermarket_type1,1284.994
17.25,low,0.107021498,Frozen_Foods,40.5822,5,small,tier_2,supermarket_type1,785.644
12.6,reg,0.032892112,Breakfast,49.3008,24,medium,tier_3,supermarket_type3,1518.024
20.2,low,0.100477461,Household,187.7898,2,medium,tier_2,supermarket_type1,2245.0776
7.5,low,0.036228067,Health_and_Hygiene,175.2028,5,small,tier_2,supermarket_type1,4427.57
7.895,reg,0.094488485,Breakfast,100.7332,22,high,tier_3,supermarket_type1,1230.3984
15.75,low,0.055154296,Baking_Goods,195.5452,0,medium,tier_3,supermarket_type2,1174.4712
12.6,low,0.106907604,Breakfast,162.8526,24,small,tier_1,grocery_store,493.3578
13.65,reg,0.073060301,Frozen_Foods,196.2426,7,small,tier_2,supermarket_type1,2570.6538
20.1,low,0.077439606,Health_and_Hygiene,60.6536,5,small,tier_2,supermarket_type1,980.0576
13.65,reg,0.080968973,Frozen_Foods,259.7936,0,medium,tier_3,supermarket_type2,2609.936
12.3,reg,0.106492562,Fruits_and_Vegetables,176.3396,10,medium,tier_1,supermarket_type1,1395.5168
12.6,reg,0.139330557,Canned,109.5228,24,medium,tier_3,supermarket_type3,3426.2068
21.35,low,0.068822477,Canned,258.3278,12,small,tier_1,supermarket_type1,6501.8699
7.72,reg,0.074669288,Breads,76.3986,22,high,tier_3,supermarket_type1,1402.1748
12.1,low,0.025834128,Household,165.1526,11,high,tier_3,grocery_store,164.4526
14.85,reg,0.035227697,Fruits_and_Vegetables,159.5578,22,high,tier_3,supermarket_type1,2085.9514
12.6,low,0.050901814,Household,120.5414,24,small,tier_1,grocery_store,365.5242
16.0,low,0.072965144,Household,231.3668,0,medium,tier_3,supermarket_type2,4607.336
8.395,low,0.039492207,Snack_Foods,97.3042,12,small,tier_1,supermarket_type1,1091.2462
7.365,low,0.042552205,Fruits_and_Vegetables,225.172,5,small,tier_2,supermarket_type1,3395.58
20.5,low,0.020587886,Fruits_and_Vegetables,89.583,22,high,tier_3,supermarket_type1,1797.66
18.25,low,0.130095044,Snack_Foods,257.2962,11,high,tier_3,grocery_store,517.9924
12.6,low,0.040747616,Snack_Foods,140.2496,24,medium,tier_3,supermarket_type3,4093.3384
7.475,low,0.013146636,Household,214.5192,7,medium,tier_2,supermarket_type1,2804.3496
12.15,low,0.02176755,Breads,164.6184,7,medium,tier_2,supermarket_type1,3797.7232
7.97,low,0.0,Soft_Drinks,172.0422,0,medium,tier_3,supermarket_type2,5690.5926
15.25,low,0.08995645,Frozen_Foods,217.1192,10,medium,tier_1,supermarket_type1,3235.788
16.35,reg,0.062665642,Fruits_and_Vegetables,225.6062,0,medium,tier_3,supermarket_type2,1579.9434
11.1,low,0.176182345,Baking_Goods,158.1604,5,small,tier_2,supermarket_type1,1901.5248
11.8,low,0.022843501,Health_and_Hygiene,177.8686,12,small,tier_1,supermarket_type1,4621.9836
14.3,reg,0.034411238,Baking_Goods,98.6726,12,small,tier_1,supermarket_type1,782.9808
13.65,reg,0.0,Meat,36.6532,2,small,tier_2,supermarket_type1,755.0172
16.75,low,0.128861359,Breads,86.2856,5,small,tier_2,supermarket_type1,1406.1696
16.25,low,0.078290271,Canned,93.1804,10,medium,tier_1,supermarket_type1,1194.4452
18.0,low,0.008539208,Baking_Goods,81.2618,5,small,tier_2,supermarket_type1,402.809
20.2,reg,0.100095288,Fruits_and_Vegetables,125.2678,11,small,tier_3,grocery_store,127.1678
15.0,low,0.046447328,Breads,121.5414,10,medium,tier_1,supermarket_type1,2436.828
12.6,reg,0.030794774,Fruits_and_Vegetables,122.9072,24,medium,tier_3,supermarket_type3,4532.7664
12.6,reg,0.159081735,Frozen_Foods,193.5478,24,medium,tier_3,supermarket_type3,4649.9472
12.6,low,0.034705807,Snack_Foods,241.6828,24,medium,tier_3,supermarket_type3,4873.656
13.0,low,0.154487495,Canned,77.2986,2,medium,tier_2,supermarket_type1,1246.3776
14.65,low,0.072178679,Household,262.9594,10,medium,tier_1,supermarket_type1,5233.188
12.6,low,0.061686402,Dairy,153.9998,24,medium,tier_3,supermarket_type3,5229.1932
5.88,low,0.003599378,Hard_Drinks,152.2998,7,medium,tier_2,supermarket_type1,3075.996
12.35,low,0.026832182,Canned,57.3246,2,medium,tier_2,supermarket_type1,1332.2658
9.0,low,0.019616991,Household,169.6474,2,medium,tier_2,supermarket_type1,2526.711
10.395,low,0.05226427,Seafood,158.4604,11,medium,tier_3,grocery_store,158.4604
10.195,low,0.112203445,Hard_Drinks,111.786,5,small,tier_2,supermarket_type1,1697.79
12.6,low,0.171761077,Fruits_and_Vegetables,115.7518,24,medium,tier_3,supermarket_type3,5351.0346
9.695,low,0.114170506,Health_and_Hygiene,158.9604,7,medium,tier_2,supermarket_type1,1743.0644
19.35,reg,0.082266419,Baking_Goods,48.8034,12,small,tier_1,supermarket_type1,340.2238
16.7,reg,0.038685176,Snack_Foods,146.6102,0,medium,tier_3,supermarket_type2,2770.3938
5.985,low,0.095795326,Frozen_Foods,128.4678,12,small,tier_1,supermarket_type1,508.6712
8.85,low,0.026814124,Household,103.7964,11,small,tier_3,grocery_store,210.3928
15.7,low,0.045203854,Frozen_Foods,180.266,12,small,tier_1,supermarket_type1,1617.894
12.5,low,0.020697723,Breads,198.8742,12,small,tier_1,supermarket_type1,5773.1518
19.35,low,0.027827268,Health_and_Hygiene,65.6168,0,medium,tier_3,supermarket_type2,383.5008
7.72,reg,0.074883035,Breads,79.8986,7,medium,tier_2,supermarket_type1,1090.5804
17.2,low,0.156298858,Meat,162.1578,12,small,tier_1,supermarket_type1,1283.6624
12.6,low,0.019412192,Household,166.5474,24,medium,tier_3,supermarket_type3,4379.6324
12.6,low,0.105324246,Breads,125.7046,24,medium,tier_3,supermarket_type3,3237.1196
12.6,reg,0.019227816,Snack_Foods,163.9842,24,small,tier_1,grocery_store,331.5684
8.895,low,0.044093978,Frozen_Foods,208.3954,11,small,tier_3,grocery_store,1041.977
20.2,reg,0.117599259,Baking_Goods,195.311,7,small,tier_2,supermarket_type1,3338.987
20.5,low,0.036140297,Fruits_and_Vegetables,120.0756,12,small,tier_1,supermarket_type1,2302.3364
17.6,low,0.104791689,Snack_Foods,165.2868,22,high,tier_3,supermarket_type1,3111.9492
11.15,low,0.057021156,Baking_Goods,106.8622,10,medium,tier_1,supermarket_type1,2011.3818
12.6,low,0.026058181,Household,121.9098,24,medium,tier_3,supermarket_type3,3374.2744
19.6,reg,0.12829573,Snack_Foods,167.2816,7,medium,tier_2,supermarket_type1,2013.3792
10.895,reg,0.03263762,Frozen_Foods,147.7102,2,medium,tier_2,supermarket_type1,1895.5326
13.85,low,0.034765901,Hard_Drinks,114.2492,2,medium,tier_2,supermarket_type1,1853.5872
15.1,low,0.095696334,Baking_Goods,159.7604,2,medium,tier_2,supermarket_type1,2693.8268
15.0,low,0.071371458,Health_and_Hygiene,125.2362,12,small,tier_1,supermarket_type1,1384.1982
12.85,low,0.022696131,Fruits_and_Vegetables,179.9318,0,medium,tier_3,supermarket_type2,2706.477
16.85,reg,0.195979015,Frozen_Foods,194.1478,11,medium,tier_3,grocery_store,1162.4868
15.5,low,0.053327763,Soft_Drinks,44.477,22,high,tier_3,supermarket_type1,865.54
15.85,reg,0.007145063,Snack_Foods,41.048,5,small,tier_2,supermarket_type1,479.376
21.2,low,0.071076055,Snack_Foods,174.837,2,small,tier_2,supermarket_type1,5469.547
13.35,low,0.139426044,Frozen_Foods,148.3392,5,small,tier_2,supermarket_type1,3877.6192
6.11,reg,0.151925271,Soft_Drinks,46.6086,5,small,tier_2,supermarket_type1,624.5204
13.0,low,0.099479703,Household,44.906,10,medium,tier_1,supermarket_type1,652.484
12.6,low,0.045900448,Snack_Foods,118.9124,24,medium,tier_3,supermarket_type3,2844.2976
12.6,low,0.195979015,Canned,266.5884,24,small,tier_1,grocery_store,1324.942
6.425,low,0.010454459,Canned,115.6808,10,medium,tier_1,supermarket_type1,1406.1696
12.6,low,0.172641213,Snack_Foods,195.111,24,medium,tier_3,supermarket_type3,5303.097
12.0,low,0.075701524,Baking_Goods,124.6388,7,medium,tier_2,supermarket_type1,2105.2596
7.535,low,0.081914677,Soft_Drinks,120.344,10,medium,tier_1,supermarket_type1,3835.008
7.68,low,0.071010513,Fruits_and_Vegetables,190.9162,10,medium,tier_1,supermarket_type1,5195.2374
14.7,low,0.072444983,Fruits_and_Vegetables,48.6034,7,medium,tier_2,supermarket_type1,194.4136
10.3,low,0.069981909,Dairy,263.0226,22,high,tier_3,supermarket_type1,6079.4198
13.8,reg,0.06457046,Fruits_and_Vegetables,76.2012,2,high,tier_2,supermarket_type1,1669.8264
10.1,low,0.024159767,Canned,114.715,5,small,tier_2,supermarket_type1,815.605
7.785,low,0.089210159,Fruits_and_Vegetables,64.251,2,small,tier_2,supermarket_type1,1328.271
13.8,low,0.097611115,Dairy,54.893,2,small,tier_2,supermarket_type1,679.116
11.8,low,0.058975504,Health_and_Hygiene,81.7618,0,medium,tier_3,supermarket_type2,966.7416
10.5,low,0.027430696,Household,171.1106,2,medium,tier_2,supermarket_type1,3593.3226
12.6,reg,0.0,Snack_Foods,58.7588,24,small,tier_1,grocery_store,400.8116
19.7,low,0.038815341,Hard_Drinks,124.2362,7,small,tier_2,supermarket_type1,1887.543
12.6,low,0.152632413,Dairy,98.441,24,small,tier_1,grocery_store,96.541
12.6,low,0.021618297,Breads,167.1184,24,medium,tier_3,supermarket_type3,2476.776
15.1,reg,0.096491904,Meat,134.4942,0,medium,tier_3,supermarket_type2,1854.9188
16.2,low,0.033568871,Soft_Drinks,74.9696,2,medium,tier_2,supermarket_type1,2162.5184
11.3,reg,0.054507422,Meat,96.3094,22,high,tier_3,supermarket_type1,666.4658
12.6,reg,0.063079544,Frozen_Foods,175.7712,24,small,tier_1,grocery_store,351.5424
12.6,low,0.064208126,Frozen_Foods,180.1976,24,small,tier_1,grocery_store,181.0976
19.7,low,0.041974489,Frozen_Foods,108.6912,2,small,tier_2,supermarket_type1,2183.824
20.6,reg,0.048207431,Fruits_and_Vegetables,188.0556,2,small,tier_2,supermarket_type1,2065.3116
9.5,low,0.041065647,Hard_Drinks,223.5088,2,small,tier_2,supermarket_type1,4697.8848
13.5,reg,0.128709014,Starchy_Foods,96.1068,22,high,tier_3,supermarket_type1,1846.9292
13.65,low,0.03596071,Snack_Foods,186.3924,12,small,tier_1,supermarket_type1,1665.8316
7.27,low,0.046520703,Health_and_Hygiene,97.7384,22,high,tier_3,supermarket_type1,591.2304
12.6,low,0.195979015,Others,144.747,24,small,tier_1,grocery_store,143.147
6.86,low,0.03674399,Household,231.201,2,small,tier_2,supermarket_type1,6201.927
14.7,low,0.072238195,Fruits_and_Vegetables,47.5034,22,high,tier_3,supermarket_type1,972.068
12.6,low,0.034141213,Household,211.9218,24,medium,tier_3,supermarket_type3,3419.5488
9.195,low,0.101500374,Baking_Goods,45.2744,7,medium,tier_2,supermarket_type1,679.116
14.15,low,0.042246575,Dairy,54.2982,10,medium,tier_1,supermarket_type1,1104.5622
12.3,reg,0.058105769,Snack_Foods,60.4562,5,small,tier_2,supermarket_type1,1777.686
11.8,reg,0.170141787,Canned,116.7834,22,high,tier_3,supermarket_type1,2303.668
13.6,reg,0.049579883,Frozen_Foods,110.0912,5,small,tier_2,supermarket_type1,1965.4416
11.6,low,0.0,Canned,178.2686,10,medium,tier_1,supermarket_type1,1955.4546
15.0,low,0.058725134,Snack_Foods,43.6744,2,medium,tier_2,supermarket_type1,407.4696
7.0,low,0.0,Canned,105.628,10,medium,tier_1,supermarket_type1,1384.864
13.1,low,0.075695552,Dairy,168.4158,10,medium,tier_1,supermarket_type1,1504.0422
11.3,low,0.007321067,Meat,197.7426,2,medium,tier_2,supermarket_type1,2570.6538
12.3,low,0.009463757,Baking_Goods,73.838,2,medium,tier_2,supermarket_type1,1245.046
10.0,low,0.021407511,Household,248.175,22,high,tier_3,supermarket_type1,3495.45
12.6,low,0.145669556,Frozen_Foods,247.2776,24,small,tier_1,grocery_store,743.0328
6.98,low,0.041273236,Canned,82.4934,0,medium,tier_3,supermarket_type2,982.7208
19.0,low,0.128090139,Snack_Foods,107.0622,12,small,tier_1,supermarket_type1,1376.2086
17.0,low,0.135707553,Fruits_and_Vegetables,172.5106,5,small,tier_2,supermarket_type1,2053.3272
